cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000261,COVID-19 Research Paper 262: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 262. We analyzed data from multiple sources and found significant correlations.,2020-10-13 01:56:45.405405404,"Author2, A.; Researcher2, B.",Science,bioRxiv,pdf_261.json,pmc_261.json
CORD-000262,COVID-19 Research Paper 263: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 263. We analyzed data from multiple sources and found significant correlations.,2020-10-14 04:15:08.108108108,"Author3, A.; Researcher3, B.",Nature,bioRxiv,pdf_262.json,
CORD-000263,COVID-19 Research Paper 264: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 264. We analyzed data from multiple sources and found significant correlations.,2020-10-15 06:33:30.810810812,"Author4, A.; Researcher4, B.",Lancet,arXiv,pdf_263.json,
CORD-000264,COVID-19 Research Paper 265: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 265. We analyzed data from multiple sources and found significant correlations.,2020-10-16 08:51:53.513513512,"Author5, A.; Researcher5, B.",NEJM,bioRxiv,pdf_264.json,pmc_264.json
CORD-000265,COVID-19 Research Paper 266: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 266. We analyzed data from multiple sources and found significant correlations.,2020-10-17 11:10:16.216216216,"Author6, A.; Researcher1, B.",Nature,bioRxiv,pdf_265.json,
CORD-000266,COVID-19 Research Paper 267: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 267. We analyzed data from multiple sources and found significant correlations.,2020-10-18 13:28:38.918918920,"Author7, A.; Researcher2, B.",Nature,bioRxiv,pdf_266.json,
CORD-000267,COVID-19 Research Paper 268: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 268. We analyzed data from multiple sources and found significant correlations.,2020-10-19 15:47:01.621621620,"Author8, A.; Researcher3, B.",Science,bioRxiv,pdf_267.json,pmc_267.json
CORD-000268,COVID-19 Research Paper 269: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 269. We analyzed data from multiple sources and found significant correlations.,2020-10-20 18:05:24.324324324,"Author9, A.; Researcher4, B.",JAMA,bioRxiv,pdf_268.json,
CORD-000269,COVID-19 Research Paper 270: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 270. We analyzed data from multiple sources and found significant correlations.,2020-10-21 20:23:47.027027028,"Author10, A.; Researcher5, B.",Science,PubMed,pdf_269.json,
CORD-000270,COVID-19 Research Paper 271: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 271. We analyzed data from multiple sources and found significant correlations.,2020-10-22 22:42:09.729729728,"Author1, A.; Researcher1, B.",Lancet,bioRxiv,pdf_270.json,pmc_270.json
CORD-000271,COVID-19 Research Paper 272: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 272. We analyzed data from multiple sources and found significant correlations.,2020-10-24 01:00:32.432432432,"Author2, A.; Researcher2, B.",NEJM,PubMed,pdf_271.json,
CORD-000272,COVID-19 Research Paper 273: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 273. We analyzed data from multiple sources and found significant correlations.,2020-10-25 03:18:55.135135136,"Author3, A.; Researcher3, B.",Science,bioRxiv,pdf_272.json,
CORD-000273,COVID-19 Research Paper 274: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 274. We analyzed data from multiple sources and found significant correlations.,2020-10-26 05:37:17.837837836,"Author4, A.; Researcher4, B.",Nature,arXiv,pdf_273.json,pmc_273.json
CORD-000274,COVID-19 Research Paper 275: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 275. We analyzed data from multiple sources and found significant correlations.,2020-10-27 07:55:40.540540540,"Author5, A.; Researcher5, B.",NEJM,PMC,pdf_274.json,
CORD-000275,COVID-19 Research Paper 276: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 276. We analyzed data from multiple sources and found significant correlations.,2020-10-28 10:14:03.243243244,"Author6, A.; Researcher1, B.",NEJM,PubMed,pdf_275.json,
CORD-000276,COVID-19 Research Paper 277: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 277. We analyzed data from multiple sources and found significant correlations.,2020-10-29 12:32:25.945945948,"Author7, A.; Researcher2, B.",Nature,bioRxiv,pdf_276.json,pmc_276.json
CORD-000277,COVID-19 Research Paper 278: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 278. We analyzed data from multiple sources and found significant correlations.,2020-10-30 14:50:48.648648648,"Author8, A.; Researcher3, B.",Science,arXiv,pdf_277.json,
CORD-000278,COVID-19 Research Paper 279: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 279. We analyzed data from multiple sources and found significant correlations.,2020-10-31 17:09:11.351351352,"Author9, A.; Researcher4, B.",Nature,PMC,pdf_278.json,
CORD-000279,COVID-19 Research Paper 280: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 280. We analyzed data from multiple sources and found significant correlations.,2020-11-01 19:27:34.054054056,"Author10, A.; Researcher5, B.",JAMA,PubMed,pdf_279.json,pmc_279.json
CORD-000280,COVID-19 Research Paper 281: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 281. We analyzed data from multiple sources and found significant correlations.,2020-11-02 21:45:56.756756756,"Author1, A.; Researcher1, B.",NEJM,PMC,pdf_280.json,
CORD-000281,COVID-19 Research Paper 282: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 282. We analyzed data from multiple sources and found significant correlations.,2020-11-04 00:04:19.459459460,"Author2, A.; Researcher2, B.",BMJ,arXiv,pdf_281.json,
CORD-000282,COVID-19 Research Paper 283: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 283. We analyzed data from multiple sources and found significant correlations.,2020-11-05 02:22:42.162162164,"Author3, A.; Researcher3, B.",BMJ,PubMed,pdf_282.json,pmc_282.json
CORD-000283,COVID-19 Research Paper 284: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 284. We analyzed data from multiple sources and found significant correlations.,2020-11-06 04:41:04.864864864,"Author4, A.; Researcher4, B.",Lancet,PMC,pdf_283.json,
CORD-000284,COVID-19 Research Paper 285: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 285. We analyzed data from multiple sources and found significant correlations.,2020-11-07 06:59:27.567567568,"Author5, A.; Researcher5, B.",Nature,bioRxiv,pdf_284.json,
CORD-000285,COVID-19 Research Paper 286: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 286. We analyzed data from multiple sources and found significant correlations.,2020-11-08 09:17:50.270270272,"Author6, A.; Researcher1, B.",Nature,PubMed,pdf_285.json,pmc_285.json
CORD-000286,COVID-19 Research Paper 287: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 287. We analyzed data from multiple sources and found significant correlations.,2020-11-09 11:36:12.972972972,"Author7, A.; Researcher2, B.",Lancet,PMC,pdf_286.json,
CORD-000287,COVID-19 Research Paper 288: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 288. We analyzed data from multiple sources and found significant correlations.,2020-11-10 13:54:35.675675676,"Author8, A.; Researcher3, B.",Lancet,arXiv,pdf_287.json,
CORD-000288,COVID-19 Research Paper 289: A Study on Transmission Patterns,,2020-11-11 16:12:58.378378380,"Author9, A.; Researcher4, B.",Lancet,arXiv,pdf_288.json,pmc_288.json
CORD-000289,COVID-19 Research Paper 290: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 290. We analyzed data from multiple sources and found significant correlations.,2020-11-12 18:31:21.081081080,"Author10, A.; Researcher5, B.",NEJM,PubMed,pdf_289.json,
CORD-000290,COVID-19 Research Paper 291: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 291. We analyzed data from multiple sources and found significant correlations.,2020-11-13 20:49:43.783783784,"Author1, A.; Researcher1, B.",JAMA,PMC,pdf_290.json,
CORD-000291,COVID-19 Research Paper 292: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 292. We analyzed data from multiple sources and found significant correlations.,2020-11-14 23:08:06.486486488,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_291.json,pmc_291.json
CORD-000292,COVID-19 Research Paper 293: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 293. We analyzed data from multiple sources and found significant correlations.,2020-11-16 01:26:29.189189188,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_292.json,
CORD-000293,COVID-19 Research Paper 294: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 294. We analyzed data from multiple sources and found significant correlations.,2020-11-17 03:44:51.891891892,"Author4, A.; Researcher4, B.",Lancet,PMC,pdf_293.json,
CORD-000294,COVID-19 Research Paper 295: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 295. We analyzed data from multiple sources and found significant correlations.,2020-11-18 06:03:14.594594596,"Author5, A.; Researcher5, B.",Nature,PMC,pdf_294.json,pmc_294.json
CORD-000295,COVID-19 Research Paper 296: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 296. We analyzed data from multiple sources and found significant correlations.,2020-11-19 08:21:37.297297296,"Author6, A.; Researcher1, B.",NEJM,bioRxiv,pdf_295.json,
CORD-000296,COVID-19 Research Paper 297: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 297. We analyzed data from multiple sources and found significant correlations.,2020-11-20 10:40:00.000000000,"Author7, A.; Researcher2, B.",JAMA,PMC,pdf_296.json,
CORD-000297,COVID-19 Research Paper 298: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 298. We analyzed data from multiple sources and found significant correlations.,2020-11-21 12:58:22.702702704,"Author8, A.; Researcher3, B.",NEJM,arXiv,pdf_297.json,pmc_297.json
CORD-000298,COVID-19 Research Paper 299: A Study on Transmission Patterns,,2020-11-22 15:16:45.405405404,"Author9, A.; Researcher4, B.",JAMA,PubMed,pdf_298.json,
CORD-000299,COVID-19 Research Paper 300: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 300. We analyzed data from multiple sources and found significant correlations.,2020-11-23 17:35:08.108108108,"Author10, A.; Researcher5, B.",Lancet,PubMed,pdf_299.json,
CORD-000300,COVID-19 Research Paper 301: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 301. We analyzed data from multiple sources and found significant correlations.,2020-11-24 19:53:30.810810812,"Author1, A.; Researcher1, B.",JAMA,arXiv,pdf_300.json,pmc_300.json
CORD-000301,COVID-19 Research Paper 302: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 302. We analyzed data from multiple sources and found significant correlations.,2020-11-25 22:11:53.513513512,"Author2, A.; Researcher2, B.",Nature,PMC,pdf_301.json,
CORD-000302,COVID-19 Research Paper 303: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 303. We analyzed data from multiple sources and found significant correlations.,2020-11-27 00:30:16.216216216,"Author3, A.; Researcher3, B.",Lancet,arXiv,pdf_302.json,
CORD-000303,COVID-19 Research Paper 304: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 304. We analyzed data from multiple sources and found significant correlations.,2020-11-28 02:48:38.918918920,"Author4, A.; Researcher4, B.",Nature,arXiv,pdf_303.json,pmc_303.json
CORD-000304,COVID-19 Research Paper 305: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 305. We analyzed data from multiple sources and found significant correlations.,2020-11-29 05:07:01.621621620,"Author5, A.; Researcher5, B.",BMJ,bioRxiv,pdf_304.json,
CORD-000305,COVID-19 Research Paper 306: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 306. We analyzed data from multiple sources and found significant correlations.,2020-11-30 07:25:24.324324324,"Author6, A.; Researcher1, B.",Science,arXiv,pdf_305.json,
CORD-000306,COVID-19 Research Paper 307: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 307. We analyzed data from multiple sources and found significant correlations.,2020-12-01 09:43:47.027027028,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_306.json,pmc_306.json
CORD-000307,COVID-19 Research Paper 308: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 308. We analyzed data from multiple sources and found significant correlations.,2020-12-02 12:02:09.729729728,"Author8, A.; Researcher3, B.",Science,arXiv,pdf_307.json,
CORD-000308,COVID-19 Research Paper 309: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 309. We analyzed data from multiple sources and found significant correlations.,2020-12-03 14:20:32.432432432,"Author9, A.; Researcher4, B.",Science,PubMed,pdf_308.json,
CORD-000309,COVID-19 Research Paper 310: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 310. We analyzed data from multiple sources and found significant correlations.,2020-12-04 16:38:55.135135136,"Author10, A.; Researcher5, B.",JAMA,PubMed,pdf_309.json,pmc_309.json
CORD-000310,COVID-19 Research Paper 311: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 311. We analyzed data from multiple sources and found significant correlations.,2020-12-05 18:57:17.837837836,"Author1, A.; Researcher1, B.",Lancet,PubMed,pdf_310.json,
CORD-000311,COVID-19 Research Paper 312: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 312. We analyzed data from multiple sources and found significant correlations.,2020-12-06 21:15:40.540540540,"Author2, A.; Researcher2, B.",BMJ,PMC,pdf_311.json,
CORD-000312,COVID-19 Research Paper 313: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 313. We analyzed data from multiple sources and found significant correlations.,2020-12-07 23:34:03.243243244,"Author3, A.; Researcher3, B.",Nature,bioRxiv,pdf_312.json,pmc_312.json
CORD-000313,COVID-19 Research Paper 314: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 314. We analyzed data from multiple sources and found significant correlations.,2020-12-09 01:52:25.945945948,"Author4, A.; Researcher4, B.",NEJM,PubMed,pdf_313.json,
CORD-000314,COVID-19 Research Paper 315: A Study on Transmission Patterns,,2020-12-10 04:10:48.648648648,"Author5, A.; Researcher5, B.",Nature,PubMed,pdf_314.json,
CORD-000315,COVID-19 Research Paper 316: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 316. We analyzed data from multiple sources and found significant correlations.,2020-12-11 06:29:11.351351352,"Author6, A.; Researcher1, B.",NEJM,PMC,pdf_315.json,pmc_315.json
CORD-000316,COVID-19 Research Paper 317: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 317. We analyzed data from multiple sources and found significant correlations.,2020-12-12 08:47:34.054054056,"Author7, A.; Researcher2, B.",Nature,PubMed,pdf_316.json,
CORD-000317,COVID-19 Research Paper 318: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 318. We analyzed data from multiple sources and found significant correlations.,2020-12-13 11:05:56.756756756,"Author8, A.; Researcher3, B.",JAMA,arXiv,pdf_317.json,
CORD-000318,COVID-19 Research Paper 319: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 319. We analyzed data from multiple sources and found significant correlations.,2020-12-14 13:24:19.459459460,"Author9, A.; Researcher4, B.",BMJ,arXiv,pdf_318.json,pmc_318.json
CORD-000319,COVID-19 Research Paper 320: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 320. We analyzed data from multiple sources and found significant correlations.,2020-12-15 15:42:42.162162164,"Author10, A.; Researcher5, B.",NEJM,bioRxiv,pdf_319.json,
CORD-000320,COVID-19 Research Paper 321: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 321. We analyzed data from multiple sources and found significant correlations.,2020-12-16 18:01:04.864864864,,Lancet,PubMed,pdf_320.json,
CORD-000321,COVID-19 Research Paper 322: A Study on Transmission Patterns,,2020-12-17 20:19:27.567567568,"Author2, A.; Researcher2, B.",Nature,PMC,pdf_321.json,pmc_321.json
CORD-000322,COVID-19 Research Paper 323: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 323. We analyzed data from multiple sources and found significant correlations.,2020-12-18 22:37:50.270270272,"Author3, A.; Researcher3, B.",Nature,arXiv,pdf_322.json,
CORD-000323,COVID-19 Research Paper 324: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 324. We analyzed data from multiple sources and found significant correlations.,2020-12-20 00:56:12.972972972,"Author4, A.; Researcher4, B.",NEJM,PMC,pdf_323.json,
CORD-000324,COVID-19 Research Paper 325: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 325. We analyzed data from multiple sources and found significant correlations.,2020-12-21 03:14:35.675675676,"Author5, A.; Researcher5, B.",Lancet,PMC,pdf_324.json,pmc_324.json
CORD-000325,COVID-19 Research Paper 326: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 326. We analyzed data from multiple sources and found significant correlations.,2020-12-22 05:32:58.378378380,,Lancet,arXiv,pdf_325.json,
CORD-000326,COVID-19 Research Paper 327: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 327. We analyzed data from multiple sources and found significant correlations.,2020-12-23 07:51:21.081081080,"Author7, A.; Researcher2, B.",JAMA,PMC,pdf_326.json,
CORD-000327,COVID-19 Research Paper 328: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 328. We analyzed data from multiple sources and found significant correlations.,2020-12-24 10:09:43.783783784,"Author8, A.; Researcher3, B.",JAMA,arXiv,pdf_327.json,pmc_327.json
CORD-000328,COVID-19 Research Paper 329: A Study on Transmission Patterns,,2020-12-25 12:28:06.486486488,,JAMA,PMC,pdf_328.json,
CORD-000329,COVID-19 Research Paper 330: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 330. We analyzed data from multiple sources and found significant correlations.,2020-12-26 14:46:29.189189188,"Author10, A.; Researcher5, B.",JAMA,arXiv,pdf_329.json,
CORD-000330,COVID-19 Research Paper 331: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 331. We analyzed data from multiple sources and found significant correlations.,2020-12-27 17:04:51.891891892,"Author1, A.; Researcher1, B.",JAMA,PubMed,pdf_330.json,pmc_330.json
CORD-000331,COVID-19 Research Paper 332: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 332. We analyzed data from multiple sources and found significant correlations.,2020-12-28 19:23:14.594594596,"Author2, A.; Researcher2, B.",JAMA,bioRxiv,pdf_331.json,
CORD-000332,COVID-19 Research Paper 333: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 333. We analyzed data from multiple sources and found significant correlations.,2020-12-29 21:41:37.297297296,"Author3, A.; Researcher3, B.",BMJ,arXiv,pdf_332.json,
CORD-000333,COVID-19 Research Paper 334: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 334. We analyzed data from multiple sources and found significant correlations.,2020-12-31 00:00:00.000000000,"Author4, A.; Researcher4, B.",Lancet,arXiv,pdf_333.json,pmc_333.json
CORD-000334,COVID-19 Research Paper 335: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 335. We analyzed data from multiple sources and found significant correlations.,2021-01-01 02:18:22.702702704,"Author5, A.; Researcher5, B.",JAMA,bioRxiv,pdf_334.json,
CORD-000335,COVID-19 Research Paper 336: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 336. We analyzed data from multiple sources and found significant correlations.,2021-01-02 04:36:45.405405404,"Author6, A.; Researcher1, B.",Lancet,arXiv,pdf_335.json,
CORD-000336,COVID-19 Research Paper 337: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 337. We analyzed data from multiple sources and found significant correlations.,2021-01-03 06:55:08.108108108,"Author7, A.; Researcher2, B.",Lancet,arXiv,pdf_336.json,pmc_336.json
CORD-000337,COVID-19 Research Paper 338: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 338. We analyzed data from multiple sources and found significant correlations.,2021-01-04 09:13:30.810810812,"Author8, A.; Researcher3, B.",Science,PMC,pdf_337.json,
CORD-000338,COVID-19 Research Paper 339: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 339. We analyzed data from multiple sources and found significant correlations.,2021-01-05 11:31:53.513513512,"Author9, A.; Researcher4, B.",BMJ,bioRxiv,pdf_338.json,
CORD-000339,COVID-19 Research Paper 340: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 340. We analyzed data from multiple sources and found significant correlations.,2021-01-06 13:50:16.216216216,"Author10, A.; Researcher5, B.",JAMA,PubMed,pdf_339.json,pmc_339.json
CORD-000340,COVID-19 Research Paper 341: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 341. We analyzed data from multiple sources and found significant correlations.,2021-01-07 16:08:38.918918920,"Author1, A.; Researcher1, B.",Nature,arXiv,pdf_340.json,
CORD-000341,COVID-19 Research Paper 342: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 342. We analyzed data from multiple sources and found significant correlations.,2021-01-08 18:27:01.621621620,"Author2, A.; Researcher2, B.",NEJM,bioRxiv,pdf_341.json,
CORD-000342,COVID-19 Research Paper 343: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 343. We analyzed data from multiple sources and found significant correlations.,2021-01-09 20:45:24.324324324,"Author3, A.; Researcher3, B.",Nature,PMC,pdf_342.json,pmc_342.json
CORD-000343,COVID-19 Research Paper 344: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 344. We analyzed data from multiple sources and found significant correlations.,2021-01-10 23:03:47.027027028,"Author4, A.; Researcher4, B.",BMJ,PubMed,pdf_343.json,
CORD-000344,COVID-19 Research Paper 345: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 345. We analyzed data from multiple sources and found significant correlations.,2021-01-12 01:22:09.729729728,"Author5, A.; Researcher5, B.",NEJM,bioRxiv,pdf_344.json,
CORD-000345,COVID-19 Research Paper 346: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 346. We analyzed data from multiple sources and found significant correlations.,2021-01-13 03:40:32.432432432,"Author6, A.; Researcher1, B.",BMJ,PubMed,pdf_345.json,pmc_345.json
CORD-000346,COVID-19 Research Paper 347: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 347. We analyzed data from multiple sources and found significant correlations.,2021-01-14 05:58:55.135135136,"Author7, A.; Researcher2, B.",Lancet,PubMed,pdf_346.json,
CORD-000347,COVID-19 Research Paper 348: A Study on Transmission Patterns,,2021-01-15 08:17:17.837837836,"Author8, A.; Researcher3, B.",NEJM,PubMed,pdf_347.json,
CORD-000348,COVID-19 Research Paper 349: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 349. We analyzed data from multiple sources and found significant correlations.,2021-01-16 10:35:40.540540540,"Author9, A.; Researcher4, B.",Lancet,arXiv,pdf_348.json,pmc_348.json
CORD-000349,COVID-19 Research Paper 350: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 350. We analyzed data from multiple sources and found significant correlations.,2021-01-17 12:54:03.243243244,"Author10, A.; Researcher5, B.",Nature,arXiv,pdf_349.json,
CORD-000350,COVID-19 Research Paper 351: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 351. We analyzed data from multiple sources and found significant correlations.,2021-01-18 15:12:25.945945948,"Author1, A.; Researcher1, B.",Nature,PMC,pdf_350.json,
CORD-000351,COVID-19 Research Paper 352: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 352. We analyzed data from multiple sources and found significant correlations.,2021-01-19 17:30:48.648648648,"Author2, A.; Researcher2, B.",NEJM,PMC,pdf_351.json,pmc_351.json
CORD-000352,COVID-19 Research Paper 353: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 353. We analyzed data from multiple sources and found significant correlations.,2021-01-20 19:49:11.351351352,"Author3, A.; Researcher3, B.",NEJM,bioRxiv,pdf_352.json,
CORD-000353,COVID-19 Research Paper 354: A Study on Transmission Patterns,,2021-01-21 22:07:34.054054056,"Author4, A.; Researcher4, B.",JAMA,PMC,pdf_353.json,
CORD-000354,COVID-19 Research Paper 355: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 355. We analyzed data from multiple sources and found significant correlations.,2021-01-23 00:25:56.756756756,"Author5, A.; Researcher5, B.",BMJ,PubMed,pdf_354.json,pmc_354.json
CORD-000355,COVID-19 Research Paper 356: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 356. We analyzed data from multiple sources and found significant correlations.,2021-01-24 02:44:19.459459460,"Author6, A.; Researcher1, B.",JAMA,PubMed,pdf_355.json,
CORD-000356,COVID-19 Research Paper 357: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 357. We analyzed data from multiple sources and found significant correlations.,2021-01-25 05:02:42.162162164,"Author7, A.; Researcher2, B.",BMJ,arXiv,pdf_356.json,
CORD-000357,COVID-19 Research Paper 358: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 358. We analyzed data from multiple sources and found significant correlations.,2021-01-26 07:21:04.864864864,,JAMA,PubMed,pdf_357.json,pmc_357.json
CORD-000358,COVID-19 Research Paper 359: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 359. We analyzed data from multiple sources and found significant correlations.,2021-01-27 09:39:27.567567568,,Lancet,bioRxiv,pdf_358.json,
CORD-000359,COVID-19 Research Paper 360: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 360. We analyzed data from multiple sources and found significant correlations.,2021-01-28 11:57:50.270270272,,NEJM,PubMed,pdf_359.json,
CORD-000360,COVID-19 Research Paper 361: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 361. We analyzed data from multiple sources and found significant correlations.,2021-01-29 14:16:12.972972972,"Author1, A.; Researcher1, B.",Nature,PubMed,pdf_360.json,pmc_360.json
CORD-000361,COVID-19 Research Paper 362: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 362. We analyzed data from multiple sources and found significant correlations.,2021-01-30 16:34:35.675675676,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_361.json,
CORD-000362,COVID-19 Research Paper 363: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 363. We analyzed data from multiple sources and found significant correlations.,2021-01-31 18:52:58.378378380,"Author3, A.; Researcher3, B.",BMJ,PMC,pdf_362.json,
CORD-000363,COVID-19 Research Paper 364: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 364. We analyzed data from multiple sources and found significant correlations.,2021-02-01 21:11:21.081081080,"Author4, A.; Researcher4, B.",Nature,PMC,pdf_363.json,pmc_363.json
CORD-000364,COVID-19 Research Paper 365: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 365. We analyzed data from multiple sources and found significant correlations.,2021-02-02 23:29:43.783783784,"Author5, A.; Researcher5, B.",JAMA,bioRxiv,pdf_364.json,
CORD-000365,COVID-19 Research Paper 366: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 366. We analyzed data from multiple sources and found significant correlations.,2021-02-04 01:48:06.486486488,"Author6, A.; Researcher1, B.",BMJ,arXiv,pdf_365.json,
